2022-01-31 18:09:50.676081
16
2022-01-31 18:14:52.417505
30
6
2
8
2022-01-31 18:14:52.421506
31
7
1
8
2022-01-31 18:14:52.425507
32
6
2
8
2022-01-31 18:14:52.429508
33
3
5
8
2022-01-31 18:14:52.433509
34
0
16
16
2022-01-31 18:14:52.437510
35
0
8
8
2022-01-31 18:14:52.441510
36
0
32
32
2022-01-31 18:14:52.445511
37
0
24
24
2022-01-31 18:14:52.449512
38
0
16
16
2022-01-31 18:14:52.453513
39
2
6
8
2022-01-31 18:14:52.457514
40
0
8
8
2022-01-31 18:14:52.461515
41
4
4
8
2022-01-31 18:14:52.465518
42
2
6
8
2022-01-31 18:14:52.473518
43
1
7
8
2022-01-31 18:14:52.481520
44
5
3
8
2022-01-31 18:14:52.490522
45
6
2
8
2022-01-31 18:14:52.499523
46
1
7
8
2022-01-31 18:14:52.507525
47
3
5
8
2022-01-31 18:14:52.516528
48
4
4
8
2022-01-31 18:14:52.524529
49
4
4
8
2022-01-31 18:14:52.533531
50
2
6
8
2022-01-31 18:14:52.541533
51
6
6
12
2022-01-31 18:14:52.549535
53
0
8
8
2022-01-31 18:14:52.558537
54
4
4
8
2022-01-31 18:14:52.567539
55
34
34
68
2022-01-31 18:14:52.575541
56
4
8
12
2022-01-31 18:14:52.584543
57
5
3
8
2022-01-31 18:14:52.593545
59
1
7
8
2022-01-31 18:19:53.712662
1
4
8
12
2022-01-31 18:19:53.721665
2
9
15
24
2022-01-31 18:19:53.729665
3
13
19
32
2022-01-31 18:19:53.743669
4
8
8
16
2022-01-31 18:19:53.757672
5
11
1
12
2022-01-31 18:19:53.766675
6
15
16
31
2022-01-31 18:19:53.775676
7
0
8
8
2022-01-31 18:19:53.784679
8
5
7
12
2022-01-31 18:19:53.791679
9
3
5
8
2022-01-31 18:19:53.800682
10
3
13
16
2022-01-31 18:19:53.809684
11
4
8
12
2022-01-31 18:19:53.818686
12
1
11
12
2022-01-31 18:19:53.826687
13
2
6
8
2022-01-31 18:19:53.835690
14
3
5
8
2022-01-31 18:19:53.843691
15
5
3
8
2022-01-31 18:19:53.861695
16
12
4
16
2022-01-31 18:19:53.869697
17
6
10
16
2022-01-31 18:19:53.878699
18
13
3
16
2022-01-31 18:19:53.886701
19
7
9
16
2022-01-31 18:19:53.895704
20
3
5
8
2022-01-31 18:19:53.903705
21
11
5
16
2022-01-31 18:19:53.912707
22
3
9
12
2022-01-31 18:19:53.921709
23
5
11
16
2022-01-31 18:19:53.930711
24
2
6
8
2022-01-31 18:19:53.939713
25
5
3
8
2022-01-31 18:19:53.946715
26
0
8
8
2022-01-31 18:19:53.955716
27
6
2
8
2022-01-31 18:19:53.963719
28
3
5
8
2022-01-31 18:19:53.972721
29
12
4
16
2022-01-31 18:19:53.980722
30
6
2
8
2022-01-31 18:19:53.989724
31
7
1
8
2022-01-31 18:19:53.997726
32
6
2
8
2022-01-31 18:19:54.006728
33
3
5
8
2022-01-31 18:19:54.014731
34
0
16
16
2022-01-31 18:19:54.023733
35
0
8
8
2022-01-31 18:19:54.031734
36
0
32
32
2022-01-31 18:19:54.040736
37
0
24
24
2022-01-31 18:19:54.049738
38
1
15
16
2022-01-31 18:19:54.057740
39
2
6
8
2022-01-31 18:19:54.066742
40
0
8
8
2022-01-31 18:19:54.074744
41
4
4
8
2022-01-31 18:19:54.083746
42
2
6
8
2022-01-31 18:19:54.091748
43
1
7
8
2022-01-31 18:19:54.100750
44
5
3
8
2022-01-31 18:19:54.108751
45
6
2
8
2022-01-31 18:19:54.117753
46
1
7
8
2022-01-31 18:19:54.134265
47
3
5
8
2022-01-31 18:19:54.143119
48
4
4
8
2022-01-31 18:19:54.151148
49
3
5
8
2022-01-31 18:19:54.159140
50
2
6
8
2022-01-31 18:19:54.168164
51
6
6
12
2022-01-31 18:19:54.176166
53
0
8
8
2022-01-31 18:19:54.184185
54
4
4
8
2022-01-31 18:19:54.193187
55
34
34
68
2022-01-31 18:19:54.202213
56
4
8
12
2022-01-31 18:19:54.209215
57
5
3
8
2022-01-31 18:19:54.218240
59
1
7
8
2022-01-31 18:24:54.572453
1
5
7
12
2022-01-31 18:24:54.580454
2
9
15
24
2022-01-31 18:24:54.588457
3
14
18
32
2022-01-31 18:24:54.597458
4
8
8
16
2022-01-31 18:24:54.606461
5
11
1
12
2022-01-31 18:24:54.614462
6
15
16
31
2022-01-31 18:24:54.623463
7
0
8
8
2022-01-31 18:24:54.631465
8
5
7
12
2022-01-31 18:24:54.640467
9
3
5
8
2022-01-31 18:24:54.648469
10
3
13
16
2022-01-31 18:24:54.666473
11
4
8
12
2022-01-31 18:24:54.675475
12
1
11
12
2022-01-31 18:24:54.684477
13
2
6
8
2022-01-31 18:24:54.693479
14
3
5
8
2022-01-31 18:24:54.697480
15
5
3
8
2022-01-31 18:24:54.701481
16
12
4
16
2022-01-31 18:24:54.705482
17
7
9
16
2022-01-31 18:24:54.709483
18
13
3
16
2022-01-31 18:24:54.713484
19
7
9
16
2022-01-31 18:24:54.717484
20
3
5
8
2022-01-31 18:24:54.721485
21
11
5
16
2022-01-31 18:24:54.726487
22
3
9
12
2022-01-31 18:24:54.730489
23
5
11
16
2022-01-31 18:24:54.734488
24
2
6
8
2022-01-31 18:24:54.738489
25
5
3
8
2022-01-31 18:24:54.742490
26
0
8
8
2022-01-31 18:24:54.750492
27
6
2
8
2022-01-31 18:24:54.758494
28
3
5
8
2022-01-31 18:24:54.767496
29
12
4
16
2022-01-31 18:24:54.776498
30
6
2
8
2022-01-31 18:24:54.784500
31
7
1
8
2022-01-31 18:24:54.793502
32
6
2
8
2022-01-31 18:24:54.801504
33
3
5
8
2022-01-31 18:24:54.810506
34
0
16
16
2022-01-31 18:24:54.819508
35
0
8
8
2022-01-31 18:24:54.828510
36
0
32
32
2022-01-31 18:24:54.836512
37
0
24
24
2022-01-31 18:24:54.845514
38
1
15
16
2022-01-31 18:24:54.854516
39
2
6
8
2022-01-31 18:24:54.863518
40
1
7
8
2022-01-31 18:24:54.871519
41
4
4
8
2022-01-31 18:24:54.889523
42
2
6
8
2022-01-31 18:24:54.896526
43
1
7
8
2022-01-31 18:24:54.905528
44
5
3
8
2022-01-31 18:24:54.914530
45
6
2
8
2022-01-31 18:24:54.922532
46
1
7
8
2022-01-31 18:24:54.930534
47
3
5
8
2022-01-31 18:24:54.939536
48
4
4
8
2022-01-31 18:24:54.947538
49
3
5
8
2022-01-31 18:24:54.956540
50
2
6
8
2022-01-31 18:24:54.965542
51
6
6
12
2022-01-31 18:24:54.973544
53
0
8
8
2022-01-31 18:24:54.982545
54
4
4
8
2022-01-31 18:24:54.991548
55
34
34
68
2022-01-31 18:24:55.000549
56
4
8
12
2022-01-31 18:24:55.009551
57
5
3
8
2022-01-31 18:24:55.017554
59
1
7
8
2022-01-31 18:29:55.932559
1
5
7
12
2022-01-31 18:29:55.941561
2
9
15
24
2022-01-31 18:29:55.950563
3
14
18
32
2022-01-31 18:29:55.964566
4
8
8
16
2022-01-31 18:29:55.979569
5
11
1
12
2022-01-31 18:29:55.987571
6
15
16
31
2022-01-31 18:29:55.996573
7
0
8
8
2022-01-31 18:29:56.004575
8
5
7
12
2022-01-31 18:29:56.012577
9
4
4
8
2022-01-31 18:29:56.021579
10
3
13
16
2022-01-31 18:29:56.030581
11
6
6
12
2022-01-31 18:29:56.038582
12
1
11
12
2022-01-31 18:29:56.047586
13
2
6
8
2022-01-31 18:29:56.055586
14
3
5
8
2022-01-31 18:29:56.064589
15
5
3
8
2022-01-31 18:29:56.072590
16
12
4
16
2022-01-31 18:29:56.081592
17
7
9
16
2022-01-31 18:29:56.089594
18
13
3
16
2022-01-31 18:29:56.098596
19
7
9
16
2022-01-31 18:29:56.107598
20
3
5
8
2022-01-31 18:29:56.115600
21
11
5
16
2022-01-31 18:29:56.124602
22
3
9
12
2022-01-31 18:29:56.132605
23
5
11
16
2022-01-31 18:29:56.141606
24
2
6
8
2022-01-31 18:29:56.149608
25
5
3
8
2022-01-31 18:29:56.158610
26
0
8
8
2022-01-31 18:29:56.166613
27
6
2
8
2022-01-31 18:29:56.175613
28
3
5
8
2022-01-31 18:29:56.183616
29
12
4
16
2022-01-31 18:29:56.201621
30
6
2
8
2022-01-31 18:29:56.209621
31
7
1
8
2022-01-31 18:29:56.218623
32
6
2
8
2022-01-31 18:29:56.226625
33
3
5
8
2022-01-31 18:29:56.235627
34
0
16
16
2022-01-31 18:29:56.243629
35
0
8
8
2022-01-31 18:29:56.252631
36
0
32
32
2022-01-31 18:29:56.261633
37
0
24
24
2022-01-31 18:29:56.270635
38
1
15
16
2022-01-31 18:29:56.278641
39
2
6
8
2022-01-31 18:29:56.286642
40
1
7
8
2022-01-31 18:29:56.294644
41
4
4
8
2022-01-31 18:29:56.303646
42
2
6
8
2022-01-31 18:29:56.312648
43
1
7
8
2022-01-31 18:29:56.320650
44
5
3
8
2022-01-31 18:29:56.329652
45
6
2
8
2022-01-31 18:29:56.337654
46
1
7
8
2022-01-31 18:29:56.346656
47
3
5
8
2022-01-31 18:29:56.354658
48
4
4
8
2022-01-31 18:29:56.363660
49
3
5
8
2022-01-31 18:29:56.371662
50
2
6
8
2022-01-31 18:29:56.380664
51
6
6
12
2022-01-31 18:29:56.389666
53
0
8
8
2022-01-31 18:29:56.398668
54
4
4
8
2022-01-31 18:29:56.406670
55
34
34
68
2022-01-31 18:29:56.414671
56
4
8
12
2022-01-31 18:29:56.418672
57
5
3
8
2022-01-31 18:29:56.423673
59
1
7
8
2022-01-31 18:34:56.701468
1
5
7
12
2022-01-31 18:34:56.705469
2
7
17
24
2022-01-31 18:34:56.709470
3
14
18
32
2022-01-31 18:34:56.714471
4
8
8
16
2022-01-31 18:34:56.718305
5
11
1
12
2022-01-31 18:34:56.722307
6
15
16
31
2022-01-31 18:34:56.726307
7
0
8
8
2022-01-31 18:34:56.730308
8
5
7
12
2022-01-31 18:34:56.734309
9
4
4
8
2022-01-31 18:34:56.738310
10
3
13
16
2022-01-31 18:34:56.743311
11
6
6
12
2022-01-31 18:34:56.751313
12
1
11
12
2022-01-31 18:34:56.759315
13
2
6
8
2022-01-31 18:34:56.768317
14
3
5
8
2022-01-31 18:34:56.777319
15
5
3
8
2022-01-31 18:34:56.785321
16
12
4
16
2022-01-31 18:34:56.794323
17
7
9
16
2022-01-31 18:34:56.810327
18
14
2
16
2022-01-31 18:34:56.818329
19
7
9
16
2022-01-31 18:34:56.827332
20
3
5
8
2022-01-31 18:34:56.835332
21
11
5
16
2022-01-31 18:34:56.844336
22
3
9
12
2022-01-31 18:34:56.853339
23
5
11
16
2022-01-31 18:34:56.862338
24
2
6
8
2022-01-31 18:34:56.871340
25
5
3
8
2022-01-31 18:34:56.880343
26
0
8
8
2022-01-31 18:34:56.889345
27
6
2
8
2022-01-31 18:34:56.897346
28
3
5
8
2022-01-31 18:34:56.905348
29
12
4
16
2022-01-31 18:34:56.914350
30
6
2
8
2022-01-31 18:34:56.923353
31
7
1
8
2022-01-31 18:34:56.931355
32
6
2
8
2022-01-31 18:34:56.940357
33
3
5
8
2022-01-31 18:34:56.948358
34
0
16
16
2022-01-31 18:34:56.958362
35
0
8
8
2022-01-31 18:34:56.966362
36
0
32
32
2022-01-31 18:34:56.975364
37
0
24
24
2022-01-31 18:34:56.983366
38
1
15
16
2022-01-31 18:34:56.992372
39
2
6
8
2022-01-31 18:34:57.001370
40
1
7
8
2022-01-31 18:34:57.010372
41
4
4
8
2022-01-31 18:34:57.019376
42
2
6
8
2022-01-31 18:34:57.027375
43
1
7
8
2022-01-31 18:34:57.035378
44
5
3
8
2022-01-31 18:34:57.044379
45
6
2
8
2022-01-31 18:34:57.053381
46
1
7
8
2022-01-31 18:34:57.062385
47
3
5
8
2022-01-31 18:34:57.071387
48
6
2
8
2022-01-31 18:34:57.086390
49
3
5
8
2022-01-31 18:34:57.093391
50
2
6
8
2022-01-31 18:34:57.102393
51
6
6
12
2022-01-31 18:34:57.111394
53
0
8
8
2022-01-31 18:34:57.120397
54
4
4
8
2022-01-31 18:34:57.128398
55
34
34
68
2022-01-31 18:34:57.137401
56
5
7
12
2022-01-31 18:34:57.146402
57
5
3
8
2022-01-31 18:34:57.154404
59
1
7
8
2022-01-31 18:39:57.426155
1
5
7
12
2022-01-31 18:39:57.443160
2
7
17
24
2022-01-31 18:39:57.452162
3
14
18
32
2022-01-31 18:39:57.466164
4
8
8
16
2022-01-31 18:39:57.480167
5
11
1
12
2022-01-31 18:39:57.487170
6
15
16
31
2022-01-31 18:39:57.496171
7
0
8
8
2022-01-31 18:39:57.504173
8
5
7
12
2022-01-31 18:39:57.513176
9
4
4
8
2022-01-31 18:39:57.521177
10
3
13
16
2022-01-31 18:39:57.530179
11
6
6
12
2022-01-31 18:39:57.538181
12
1
11
12
2022-01-31 18:39:57.547183
13
3
5
8
2022-01-31 18:39:57.556184
14
3
5
8
2022-01-31 18:39:57.564187
15
5
3
8
2022-01-31 18:39:57.572189
16
12
4
16
2022-01-31 18:39:57.581190
17
7
9
16
2022-01-31 18:39:57.590192
18
14
2
16
2022-01-31 18:39:57.599195
19
6
10
16
2022-01-31 18:39:57.608196
20
3
5
8
2022-01-31 18:39:57.616198
21
11
5
16
2022-01-31 18:39:57.624200
22
4
8
12
2022-01-31 18:39:57.633203
23
5
11
16
2022-01-31 18:39:57.642204
24
2
6
8
2022-01-31 18:39:57.650206
25
5
3
8
2022-01-31 18:39:57.659208
26
0
8
8
2022-01-31 18:39:57.667211
27
6
2
8
2022-01-31 18:39:57.676213
28
3
5
8
2022-01-31 18:39:57.684214
29
12
4
16
2022-01-31 18:39:57.693216
30
6
2
8
2022-01-31 18:39:57.701218
31
7
1
8
2022-01-31 18:39:57.710220
32
6
2
8
2022-01-31 18:39:57.727224
33
3
5
8
2022-01-31 18:39:57.736225
34
0
16
16
2022-01-31 18:39:57.745227
35
0
8
8
2022-01-31 18:39:57.754230
36
0
32
32
2022-01-31 18:39:57.762232
37
0
24
24
2022-01-31 18:39:57.770233
38
1
15
16
2022-01-31 18:39:57.779236
39
2
6
8
2022-01-31 18:39:57.788237
40
1
7
8
2022-01-31 18:39:57.792239
41
4
4
8
2022-01-31 18:39:57.796239
42
2
6
8
2022-01-31 18:39:57.800240
43
1
7
8
2022-01-31 18:39:57.804241
44
5
3
8
2022-01-31 18:39:57.808242
45
6
2
8
2022-01-31 18:39:57.812243
46
1
7
8
2022-01-31 18:39:57.816244
47
3
5
8
2022-01-31 18:39:57.820245
48
6
2
8
2022-01-31 18:39:57.824245
49
3
5
8
2022-01-31 18:39:57.829247
50
2
6
8
2022-01-31 18:39:57.833248
51
6
6
12
2022-01-31 18:39:57.837249
53
0
8
8
2022-01-31 18:39:57.846250
54
4
4
8
2022-01-31 18:39:57.854252
55
34
34
68
2022-01-31 18:39:57.863255
56
5
7
12
2022-01-31 18:39:57.871256
57
5
3
8
2022-01-31 18:39:57.880258
59
1
7
8
2022-01-31 18:44:58.149233
1
5
7
12
2022-01-31 18:44:58.158235
2
7
17
24
2022-01-31 18:44:58.166237
3
14
18
32
2022-01-31 18:44:58.175239
4
8
8
16
2022-01-31 18:44:58.183241
5
11
1
12
2022-01-31 18:44:58.192244
6
15
16
31
2022-01-31 18:44:58.200245
7
0
8
8
2022-01-31 18:44:58.209247
8
5
7
12
2022-01-31 18:44:58.217252
9
4
4
8
2022-01-31 18:44:58.226251
10
3
13
16
2022-01-31 18:44:58.235253
11
6
6
12
2022-01-31 18:44:58.244255
12
1
11
12
2022-01-31 18:44:58.253257
13
3
5
8
2022-01-31 18:44:58.260259
14
3
5
8
2022-01-31 18:44:58.269261
15
5
3
8
2022-01-31 18:44:58.286264
16
12
4
16
2022-01-31 18:44:58.294266
17
7
9
16
2022-01-31 18:44:58.303268
18
14
2
16
2022-01-31 18:44:58.311271
19
6
10
16
2022-01-31 18:44:58.320272
20
3
5
8
2022-01-31 18:44:58.328274
21
11
5
16
2022-01-31 18:44:58.337277
22
4
8
12
2022-01-31 18:44:58.345278
23
5
11
16
2022-01-31 18:44:58.354280
24
2
6
8
2022-01-31 18:44:58.363282
25
5
3
8
2022-01-31 18:44:58.372284
26
0
8
8
2022-01-31 18:44:58.380286
27
6
2
8
2022-01-31 18:44:58.388288
28
3
5
8
2022-01-31 18:44:58.397290
29
12
4
16
2022-01-31 18:44:58.405291
30
6
2
8
2022-01-31 18:44:58.414293
31
7
1
8
2022-01-31 18:44:58.422295
32
6
2
8
2022-01-31 18:44:58.431297
33
3
5
8
2022-01-31 18:44:58.439299
34
0
16
16
2022-01-31 18:44:58.448301
35
0
8
8
2022-01-31 18:44:58.456303
36
0
32
32
2022-01-31 18:44:58.464305
37
0
24
24
2022-01-31 18:44:58.473307
38
0
16
16
2022-01-31 18:44:58.482309
39
2
6
8
2022-01-31 18:44:58.490311
40
1
7
8
2022-01-31 18:44:58.499313
41
4
4
8
2022-01-31 18:44:58.508315
42
2
6
8
2022-01-31 18:44:58.516317
43
1
7
8
2022-01-31 18:44:58.524318
44
5
3
8
2022-01-31 18:44:58.533321
45
6
2
8
2022-01-31 18:44:58.542322
46
1
7
8
2022-01-31 18:44:58.559326
47
3
5
8
2022-01-31 18:44:58.568328
48
6
2
8
2022-01-31 18:44:58.576330
49
3
5
8
2022-01-31 18:44:58.584332
50
2
6
8
2022-01-31 18:44:58.593334
51
6
6
12
2022-01-31 18:44:58.601338
53
0
8
8
2022-01-31 18:44:58.610338
54
4
4
8
2022-01-31 18:44:58.618340
55
34
34
68
2022-01-31 18:44:58.627342
56
5
7
12
2022-01-31 18:44:58.636344
57
5
3
8
2022-01-31 18:44:58.645346
59
1
7
8
2022-01-31 18:49:58.884039
1
5
7
12
2022-01-31 18:49:58.892040
2
7
17
24
2022-01-31 18:49:58.901554
3
14
18
32
2022-01-31 18:49:58.924083
4
8
8
16
2022-01-31 18:49:58.938109
5
11
1
12
2022-01-31 18:49:58.946158
6
15
16
31
2022-01-31 18:49:58.955164
7
1
7
8
2022-01-31 18:49:58.964172
8
5
7
12
2022-01-31 18:49:58.972177
9
4
4
8
2022-01-31 18:49:58.981181
10
3
13
16
2022-01-31 18:49:58.989185
11
6
6
12
2022-01-31 18:49:58.998190
12
1
11
12
2022-01-31 18:49:59.007288
13
3
5
8
2022-01-31 18:49:59.016294
14
3
5
8
2022-01-31 18:49:59.024299
15
5
3
8
2022-01-31 18:49:59.033305
16
12
4
16
2022-01-31 18:49:59.042219
17
7
9
16
2022-01-31 18:49:59.051234
18
14
2
16
2022-01-31 18:49:59.059220
19
6
10
16
2022-01-31 18:49:59.068226
20
3
5
8
2022-01-31 18:49:59.076233
21
11
5
16
2022-01-31 18:49:59.085239
22
3
9
12
2022-01-31 18:49:59.094245
23
4
12
16
2022-01-31 18:49:59.102251
24
2
6
8
2022-01-31 18:49:59.107252
25
5
3
8
2022-01-31 18:49:59.112253
26
0
8
8
2022-01-31 18:49:59.116254
27
6
2
8
2022-01-31 18:49:59.120255
28
3
5
8
2022-01-31 18:49:59.124259
29
12
4
16
2022-01-31 18:49:59.128260
30
4
4
8
2022-01-31 18:49:59.132373
31
7
1
8
2022-01-31 18:49:59.136374
32
6
2
8
2022-01-31 18:49:59.140375
33
3
5
8
2022-01-31 18:49:59.144380
34
0
16
16
2022-01-31 18:49:59.156386
35
0
8
8
2022-01-31 18:49:59.161387
36
0
32
32
2022-01-31 18:49:59.169394
37
0
24
24
2022-01-31 18:49:59.176688
38
1
15
16
2022-01-31 18:49:59.184846
39
2
6
8
2022-01-31 18:49:59.193851
40
1
7
8
2022-01-31 18:49:59.202930
41
4
4
8
2022-01-31 18:49:59.210932
42
2
6
8
2022-01-31 18:49:59.219938
43
1
7
8
2022-01-31 18:49:59.227787
44
5
3
8
2022-01-31 18:49:59.236792
45
6
2
8
2022-01-31 18:49:59.244797
46
1
7
8
2022-01-31 18:49:59.253359
47
3
5
8
2022-01-31 18:49:59.262361
48
6
2
8
2022-01-31 18:49:59.271363
49
2
6
8
2022-01-31 18:49:59.279366
50
2
6
8
2022-01-31 18:49:59.288367
51
6
6
12
2022-01-31 18:49:59.297369
53
0
8
8
2022-01-31 18:49:59.305370
54
4
4
8
2022-01-31 18:49:59.313372
55
34
34
68
2022-01-31 18:49:59.322374
56
5
7
12
2022-01-31 18:49:59.331376
57
5
3
8
2022-01-31 18:49:59.339378
59
1
7
8
2022-01-31 18:54:59.586625
1
5
7
12
2022-01-31 18:54:59.596627
2
7
17
24
2022-01-31 18:54:59.604629
3
14
18
32
2022-01-31 18:54:59.613632
4
8
8
16
2022-01-31 18:54:59.622633
5
11
1
12
2022-01-31 18:54:59.631635
6
15
16
31
2022-01-31 18:54:59.640637
7
1
7
8
2022-01-31 18:54:59.648639
8
5
7
12
2022-01-31 18:54:59.657641
9
4
4
8
2022-01-31 18:54:59.666643
10
3
13
16
2022-01-31 18:54:59.674645
11
6
6
12
2022-01-31 18:54:59.683647
12
1
11
12
2022-01-31 18:54:59.692649
13
3
5
8
2022-01-31 18:54:59.700651
14
3
5
8
2022-01-31 18:54:59.708653
15
5
3
8
2022-01-31 18:54:59.717654
16
11
5
16
2022-01-31 18:54:59.726656
17
7
9
16
2022-01-31 18:54:59.734659
18
14
2
16
2022-01-31 18:54:59.743660
19
8
8
16
2022-01-31 18:54:59.751663
20
3
5
8
2022-01-31 18:54:59.760664
21
9
7
16
2022-01-31 18:54:59.768666
22
3
9
12
2022-01-31 18:54:59.783669
23
4
12
16
2022-01-31 18:54:59.792671
24
2
6
8
2022-01-31 18:54:59.800673
25
5
3
8
2022-01-31 18:54:59.808675
26
1
7
8
2022-01-31 18:54:59.817677
27
6
2
8
2022-01-31 18:54:59.826679
28
3
5
8
2022-01-31 18:54:59.834681
29
12
4
16
2022-01-31 18:54:59.843682
30
4
4
8
2022-01-31 18:54:59.851685
31
7
1
8
2022-01-31 18:54:59.860687
32
6
2
8
2022-01-31 18:54:59.868688
33
3
5
8
2022-01-31 18:54:59.877691
34
0
16
16
2022-01-31 18:54:59.885692
35
0
8
8
2022-01-31 18:54:59.893694
36
0
32
32
2022-01-31 18:54:59.902696
37
0
24
24
2022-01-31 18:54:59.911698
38
0
16
16
2022-01-31 18:54:59.979715
39
2
6
8
2022-01-31 18:54:59.989716
40
1
7
8
2022-01-31 18:54:59.997718
41
4
4
8
2022-01-31 18:55:00.005721
42
2
6
8
2022-01-31 18:55:00.014721
43
1
7
8
2022-01-31 18:55:00.023723
44
5
3
8
2022-01-31 18:55:00.031725
45
6
2
8
2022-01-31 18:55:00.040728
46
1
7
8
2022-01-31 18:55:00.049729
47
3
5
8
2022-01-31 18:55:00.057731
48
6
2
8
2022-01-31 18:55:00.066733
49
2
6
8
2022-01-31 18:55:00.074735
50
2
6
8
2022-01-31 18:55:00.082737
51
6
6
12
2022-01-31 18:55:00.091739
53
0
8
8
2022-01-31 18:55:00.099741
54
4
4
8
2022-01-31 18:55:00.116745
55
34
34
68
2022-01-31 18:55:00.125747
56
5
7
12
2022-01-31 18:55:00.134748
57
5
3
8
2022-01-31 18:55:00.142751
59
1
7
8
2022-01-31 19:00:00.413292
1
5
7
12
2022-01-31 19:00:00.422295
2
7
17
24
2022-01-31 19:00:00.430297
3
14
18
32
2022-01-31 19:00:00.443301
4
8
8
16
2022-01-31 19:00:00.458304
5
11
1
12
2022-01-31 19:00:00.467305
6
15
16
31
2022-01-31 19:00:00.475307
7
1
7
8
2022-01-31 19:00:00.484309
8
5
7
12
2022-01-31 19:00:00.492311
9
4
4
8
2022-01-31 19:00:00.496312
10
3
13
16
2022-01-31 19:00:00.500312
11
6
6
12
2022-01-31 19:00:00.504313
12
1
11
12
2022-01-31 19:00:00.508315
