2022-01-31 17:24:29
FR_MTP_ANTI
0239
0139
2022-01-31 17:24:30
FR_MTP_COME
0835
0325
2022-01-31 17:24:30
FR_MTP_CORU
0430
0180
2022-01-31 17:24:31
FR_MTP_EURO
0593
0392
2022-01-31 17:24:32
FR_MTP_FOCH
0540
0174
2022-01-31 17:24:32
FR_MTP_GAMB
0470
0095
2022-01-31 17:24:34
FR_MTP_GARE
656
360
2022-01-31 17:24:34
FR_MTP_TRIA
436
168
2022-01-31 17:24:35
FR_MTP_ARCT
0460
0133
2022-01-31 17:24:35
FR_MTP_PITO
588
289
2022-01-31 17:24:36
FR_MTP_CIRC
1200
0585
2022-01-31 17:24:36
FR_MTP_SABI
0485
0242
2022-01-31 17:24:36
FR_MTP_GARC
0395
0247
2022-01-31 17:24:37
FR_MTP_SABI
0485
0242
2022-01-31 17:24:38
FR_MTP_MOSS
0423
0167
2022-01-31 17:24:38
FR_STJ_SJLC
0290
0171
2022-01-31 17:24:39
FR_MTP_MEDC
0255
0117
2022-01-31 17:24:39
FR_MTP_OCCI
0627
0380
2022-01-31 17:24:39
FR_CAS_VICA
0074
0074
2022-01-31 17:24:40
FR_MTP_GA109
0109
0087
2022-01-31 17:24:40
FR_MTP_GA250
0250
0195
2022-01-31 17:24:40
FR_CAS_CDGA
0260
0092
2022-01-31 17:24:41
FR_MTP_ARCE
0230
0230
2022-01-31 17:24:41
FR_MTP_POLY
1911
1448
2022-01-31 17:29:41
FR_MTP_ANTI
0239
0141
2022-01-31 17:29:42
FR_MTP_COME
0835
0330
2022-01-31 17:29:43
FR_MTP_CORU
0430
0183
2022-01-31 17:29:43
FR_MTP_EURO
0593
0395
2022-01-31 17:29:43
FR_MTP_FOCH
0540
0178
2022-01-31 17:29:44
FR_MTP_GAMB
0470
0098
2022-01-31 17:29:44
FR_MTP_GARE
656
363
2022-01-31 17:29:45
FR_MTP_TRIA
436
174
2022-01-31 17:29:45
FR_MTP_ARCT
0460
0131
2022-01-31 17:29:46
FR_MTP_PITO
588
290
2022-01-31 17:29:46
FR_MTP_CIRC
1200
0585
2022-01-31 17:29:48
FR_MTP_SABI
0485
0246
2022-01-31 17:29:48
FR_MTP_GARC
0395
0257
2022-01-31 17:29:49
FR_MTP_SABI
0485
0246
2022-01-31 17:29:49
FR_MTP_MOSS
0423
0168
2022-01-31 17:29:50
FR_STJ_SJLC
0290
0174
2022-01-31 17:29:50
FR_MTP_MEDC
0255
0118
2022-01-31 17:29:51
FR_MTP_OCCI
0627
0385
2022-01-31 17:29:51
FR_CAS_VICA
0074
0074
2022-01-31 17:29:51
FR_MTP_GA109
0109
0087
2022-01-31 17:29:52
FR_MTP_GA250
0250
0194
2022-01-31 17:29:53
FR_CAS_CDGA
0260
0092
2022-01-31 17:29:53
FR_MTP_ARCE
0230
0230
2022-01-31 17:29:54
FR_MTP_POLY
1911
1448
2022-01-31 17:34:54
FR_MTP_ANTI
0239
0144
2022-01-31 17:34:56
FR_MTP_COME
0835
0338
2022-01-31 17:34:56
FR_MTP_CORU
0430
0185
2022-01-31 17:34:58
FR_MTP_EURO
0593
0401
2022-01-31 17:35:00
FR_MTP_FOCH
0540
0183
2022-01-31 17:35:01
FR_MTP_GAMB
0470
0092
2022-01-31 17:35:03
FR_MTP_GARE
656
359
2022-01-31 17:35:10
FR_MTP_TRIA
436
173
2022-01-31 17:35:15
FR_MTP_ARCT
0460
0131
2022-01-31 17:35:18
FR_MTP_PITO
588
296
2022-01-31 17:35:22
FR_MTP_CIRC
1200
0585
2022-01-31 17:35:25
FR_MTP_SABI
0485
0247
2022-01-31 17:35:27
FR_MTP_GARC
0395
0259
2022-01-31 17:35:31
